clip_id	sec	frames	sample_tokens	text
LJ007-0221	4.187	53	449	The reports as the years flow on reiterate the same complaints.
LJ007-0225	6.799	85	713	I find it ordered "that the ordinary of Newgate be restricted from making any communications to the Home Office
LJ007-0227	8.657	109	914	The inspectors were not to be deterred, however, by any opposition from the earnest discharge of their functions, and continued to report against Newgate.
LJ007-0231	9.295	117	971	in which the master evil of jail association and consequent contamination still continues to operate directly to the encouragement of crime.
LJ007-0233	4.825	61	514	it consists of several circular perforations, about two inches in diameter,
LJ007-0235	9.156	115	962	instead of ventilating the apartments, they only serve to convey the offensive effluvia arising from the decaying animal matter into the dining-rooms.
LJ007-0237	7.054	89	749	Many rats also come through these so-called ventilators, as they open close to the ground at the back of the prison.
LJ007-0239	7.507	94	785	both offenses and punishments affording a sufficient index to the practices going forward; and they wind up by declaring
LJ007-0241	5.522	70	587	and again and again to protest against Newgate as it at present exists.
LJ007-0243	9.307	117	978	It was not till the erection of the new prison at Holloway in eighteen fifty, and the entire internal reconstruction of Newgate according to new ideas,
LJ008-0002	4.152	52	441	I propose to return now to the subject of Newgate executions,
LJ008-0004	4.129	52	442	The reasons for this change were fully set forth in a previous chapter.
LJ008-0006	4.779	60	504	as the exposure was brutal and cruel towards the principal actors.
LJ008-0008	6.300	79	662	was in the right direction, as making the performance shorter and diminishing the area of display.
LJ008-0010	8.738	110	916	at first, and for some few years after seventeen eighty-four, executions took place occasionally at a distance from Newgate.
LJ008-0012	9.760	122	1014	partly perhaps because residents in and about the Old Bailey raised a loud protest against the constant erection of the scaffold in their neighborhood.
LJ008-0014	8.320	104	869	John Hogan, the murderer of a Mr. Odell, an attorney who resided in Charlotte Street, Rathbone Place,
LJ008-0016	9.701	122	1016	Lawrence Jones, a burglar, was in seventeen ninety-three ordered for execution in Hatton Garden, near the house he had robbed;
LJ008-0018	6.277	79	664	extended upon a plank on the top of an open cart, in his clothes, and fettered.
LJ008-0020	9.760	122	1015	Here John Sutherland, commander of the British armed transport 'The Friends,' suffered on the twenty-ninth June, eighteen oh nine,
LJ008-0022	2.724	35	301	On the eighteenth December, eighteen twelve,
LJ008-0024	3.502	44	376	of the trading vessel 'Adventure,' upon the high seas.
LJ008-0026	2.817	36	313	Palm, as soon as he was seated in the cart,
LJ008-0028	6.520	82	687	Some indications of pity were offered for the fate of Tilling; Palm, execration alone.
LJ008-0030	6.149	77	647	The first affair of the kind on this spot was on the third December, seventeen eighty-three,
LJ008-0032	6.660	84	705	a scaffold was erected in front of that prison for the execution of several convicts named by the Recorder.
LJ008-0034	8.889	112	938	the scaffold hung with black; and the inhabitants of the neighborhood, having petitioned the sheriffs to remove the scene of execution to the old place,
LJ008-0036	7.855	99	826	The following twenty-third April, it is stated that the malefactors ordered for execution on the eighteenth instead
LJ008-0038	6.311	79	664	After hanging the usual time they were taken down, and the machine cleared away in half-an-hour.
LJ008-0040	8.018	101	849	A full description of this new gallows, which was erected in front of the debtors' door, is to be found in contemporary records.
LJ008-0042	9.562	120	1005	is enclosed by a temporary roof, under which are placed two seats for the reception of the sheriffs, one on each side of the stairs leading to the scaffold.
LJ008-0044	8.819	111	929	and at the distance of five feet from the same is fixed a strong railing all round the scaffold to enclose a place for the constables.
LJ008-0046	5.522	70	592	on the middle of which is placed the gibbet, extending from the jail across the Old Bailey.
LJ008-0050	9.562	120	1001	A broadsheet dated April twenty-fourth, seventeen eighty-seven, describing an execution on the newly-invented scaffold before the debtors' door,
LJ008-0052	5.174	65	547	it is supported by strong posts fixed into grooves made in the street;
LJ008-0054	7.577	95	797	This contrivance appears to have been copied with improvements from that which had been used in Dublin at a still earlier date,
LJ008-0056	8.703	109	913	The Dublin "engine of death," as the gallows are styled in the account from which the following description is taken, consisted of an iron bar
LJ008-0058	4.732	60	508	From this bar hang several iron loops, in which the halters are tied.
LJ008-0060	6.544	82	689	projecting somewhat beyond the range of the iron bar, and swinging upon hinges affixed to the wall.
LJ008-0062	2.109	27	235	and this floor is supported below,
LJ008-0064	8.831	111	925	When the criminals are tied up and prepared for their fate, this floor suddenly falls down, upon withdrawing the supporters inwards.
LJ008-0066	9.086	114	958	This mode of execution, it is alleged, gave rise to the old vulgar "chaff," "Take care, or you'll die at the fall of the leaf."
LJ008-0068	4.523	57	482	But the fall apart and inwards of two leaves is considered superior.
LJ008-0070	3.920	49	418	The sentences inflicted in front of Newgate were not limited to hanging.
LJ008-0072	7.716	97	813	and the abolition of the practice of burning females for petty treason, more than one woman suffered this penalty at the Old Bailey.
LJ008-0074	8.424	106	888	that of Phoebe Harris, who in seventeen eighty-eight was "barbariously" executed and burnt before Newgate for coining.
LJ008-0076	7.182	90	756	When she came out of prison she appeared languid and terrified, and trembled greatly as she advanced to the stake,
LJ008-0078	9.655	121	1012	seemed to strike her mind with horror and consternation, to the exclusion of all power of recollectedness in preparation for the approaching awful moment.
LJ008-0080	5.742	72	607	She was immediately tied by the neck to an iron bolt fixed near the top of the stake,
LJ008-0082	7.356	92	771	A chain fastened by nails to the stake was then put round her body by the executioner with his assistants.
LJ008-0084	7.229	91	763	The flames presently burned the halter, the body fell a few inches, and hung then by the iron chain.
LJ008-0086	4.442	56	473	A great concourse of people attended on this melancholy occasion.
LJ008-0088	4.094	52	442	As many spectators as ever thronged to see the dreadful show,
LJ008-0090	8.366	105	879	It was still the custom to offer warm encouragement or bitter disapproval, according to the character and antecedents of the sufferer.
LJ008-0092	4.616	58	491	the man of better birth could hope for no sympathy, whatever his crime.
LJ008-0096	5.104	64	543	Pieman and ballad-monger did their usual roaring trade amidst the dense throng.
LJ008-0098	9.585	120	1010	One was the "yeoman of the halter," a Newgate official, the executioner's assistant, whom Mr. J. T. Smith, who was present at the execution,
LJ008-0100	4.326	55	471	The yeoman was, however, under-sold by his wife, "Rosy Emma,"
LJ008-0102	6.462	81	685	A little further off, says Mr. Smith, was "a lath of a fellow past three-score years and ten,
LJ008-0104	2.875	36	312	Here's the identical rope at sixpence an inch.
LJ008-0106	7.530	95	800	He was introduced by the ordinary, Dr. Forde, a name familiar to the reader, who met him at the felons' door
LJ008-0108	3.966	50	428	The ordinary "gravely uttered, 'Come this way, Mr. Smith.'
LJ008-0110	1.633	21	186	The prisoners had not risen.
LJ008-0112	4.291	54	459	He was death's counterfeit, tall, shriveled, and pale;
LJ008-0114	3.432	43	370	His hands were clasped, and he was truly penitent.
LJ008-0116	8.436	106	887	and tied the cord with so little feeling that the governor (Wall), who had not given the wretch his accustomed fee, observed,
